,width,steepest_mse,steepest_iter,steepest_time,BFGS_mse,BFGS_iter,BFGS_time,conjugate_mse,conjugate_iter,conjugate_time
0,3,301.79841449824517,5001,40.1622751429677,301.79841449824517,5001,0.05044896306935698,1192.1149865929356,4,1.2514410839648917
1,5,161.01238738212157,368,18.087013293989003,161.01238738212157,368,0.0836572750704363,1058.0790905323631,179,13.24440509302076
2,10,114.64478229245482,5001,27.55293249897659,114.64478229245482,5001,0.059175443020649254,62.44600999773847,153,18.86332380992826
3,20,96.09554782383353,5001,57.043453661957756,96.09554782383353,5001,0.09811070596333593,1192.1149867383908,13,19.708850295981392
4,40,197.90040581120775,5001,60.437317320960574,197.90040581120775,5001,1.403212086064741,1192.1149868407,29,1.0132296580122784
5,80,408.0690620208916,5001,107.75911242607981,408.0690620208916,5001,42.6204275500495,1192.114986880113,36,3.484230782953091
